नृप,nr̥p
नृपता,nr̥pătā
नृपति,nr̥pati
नृशंस,nr̥śaṃs
ने,ne
नेऊन,neūn
नेक,nek
नेक,nek
नेकी,nekī
नेकु,neku
नेग,neg
नेगी,negī
नेज़ा,nezā
नेटा,neṭā
नेड़,neṛ
नेत,net
नेता,netā
नेता,netā
नेताई,netāī
नेती,netī
नेतृत्व,netr̥tvă
नेत्र,netr
नेत्री,netrī
नेत्र्य,netryă
नेनुआ,nenuā
नेपथ्य,nepathyă
नेपाल,nepāl
नेपाली,nepālī
नेपाली,nepālī
नेफ़ा,nefā
नेब,neb
नेम,nem
नेमत,nemat
नेमि,nemi
नेमी,nemī
नेर,ner
नेरा,nerā
नेरुआ,neruā
नेव,nev
नेवत,nevat
नेवत,nevat
नेवता,nevtā
नेवर,nevar
नेवला,nevlā
नेवार,nevār
नेवारी,nevārī
नेवारी,nevārī
नेस्त,nest
नेस्ती,nestī
नेह,neh
नेहा,nehā
नेंही,nehī
नै,nai
नैक,naik
नैकटय,naikaṭyă
नैगम,naigam
नैचक,naicak
नैचा,naicā
नैची,naicī
नैतिक,naitik
नैतिकता,naitikătā
नैदानिक,naidānik
नैन,nain
नैना,nainā
नैनू,nainū
नैपाली,naipālī
नैपुण्य,naipuṇya
नैमित्तिक,naimittik
नैमिष,naimiṣ
नैयमिक,naiyămik
नैया,naiyā
नैरंग,nairaṅg
नैरपेक्ष्य,nairapekṣyă
नैरर्थ्य,nairarthyă
नैराश्य,nairāśyă
नैरुक्त,nairukt
नैर्ऋत्य,nairr̥tyă
नैर्गुण्य,nairguṇyă
नैर्मल्य,nairmalyă
नैवेद्य,naivedyă
नैश,naiś
नैषध,naiṣadh
नैषाद,naiṣād
नैसर्गिक,naisargik
नैसर्गिकी,naisargikī
नैहर,naihar
नोई,noī
नोक,nok
नोकीला,nokīlā
नोखा,nokhā
नोच,noc
नोचना,nocnā
नोचू,nocū
नोट,noṭ
नोन,non
नोनचय,noncay
नोनचा,noncā
नोना,nonā
नोणा,noṇā
नोनिया,noniyā
नोनिया,noniyā
नोनियार,noniyār
नोनी,nonī
नोनी,nonī
नोव,nov
नोश,noś
नौ,nau
नौ,nau
नौ,nau
नौकर,naukar
नौकरनी,naukarnī
नौकरशाहाना,naukarśāhānā
नौकरशाहीकरण,naukarśāhīkaraṇ
नौकरानी,naukrānī
नौकरी,naukrī
नौका,naukā
नौग्रही,naugrahī
नौछावर,nauchāvar
नौज,nauj
नौज़,nauz
नौतना,nautnā
नौतपन,nautpan
नौतहार,nautʾhār
नौतहारू,nautʾhārū
नौता,nautā
नौता,nautā
नौध,naudh
नौबत,naubat
नौबती,naubătī
नौमी,naumī
नौरते,naurte
नौशाह,nauśāh
नौशी,nauśī
नौसादर,nausādar
नौसिख,nausikh
नौसिखिया,nausikhiyā
नौहा,nauhā
नौहरा,nauhrā
न्यग्रोध,nyagrodh
न्यर्बुद,nyarbud
न्यस्त,nyast
न्याति,nyāti
न्याय ,nyāy
न्यायता,nyāyătā
न्यायिक,nyāyik
न्यायी,nyāyī
न्याय्य,nyāyyă
न्यारा,nyārā
न्यारिया,nyāriyā
न्यास,nyās
न्यासी,nyāsī
न्यून,nyūn
न्यूनतम,nyūnătam
न्यूनता,nyūnătā
न्यूनन,nyūnan
न्योछावर,nyochāvar
न्योता,nyotā
न्यौतना,nyautnā
न्हाठ,nhāṭh
न्हाठ,nhāṭh
प,pa
पंक,paṅk
पंकचर,paṅkcar
पंका,paṅkā
पंकार,paṅkār
पंकिल,paṅkil
पंकीला,paṅkīlā
पंकेरुह,paṅkeruh
पंकेला,paṅkelā
पंक्ति,paṅkti
पंख,paṅkh
पँखड़ी,paṁkhṛī
पंखा,paṅkhā
पंखिया,paṅkhiyā
पंखी,paṅkhī
पंखी,paṅkhī
पंखी,paṅkhī
पंग,paṅg
पंगत,paṅgat
पंगा,paṅgā
पंगा,paṅgā
पंगास,paṅgās
पंगु,paṅgu
पंगुता,paṅgutā
पंगुल,paṅgul
पंगुला,paṅgulā
पंच,pañc
पंचक,pañcak
पंचता,pañcătā
पंचत्व,pañcatvă
पंचम,pañcam
पंचमी,pañcămī
पंचर,pañcar
पँचवाई,paṁcvāī
पँचा,paṁcā
पंचाट,pañcāṭ
पंचानवे,pañcānve
पंचानवे,pañcānve
पंचायत,pañcāyat
पंचायती,pañcāyătī
पंचाल,pañcāl
पँचाल,paṁcāl
पंचालिका,pañcālikā
पंचावन,pañcāvan
पंचासी,pañcāsī
पंछाला,pañchālā
पंछी,pañchī
पंजर,pañar
पंजरी,pañrī
पंजरी,pañrī
पंजा,pañā
पंजाब,pañāb
पंजाबिन,pañābin
पंजाबी,pañābī
पंजाबी,pañābī
पंजारा,pañārā
पंजाला,pañālā
पंजाली,pañālī
पंजिका,pañikā
पंजी,pañī
पंजीकरण,pañīkaraṇ
पंजीकृत,pañīkr̥t
पंजीरी,pañīrī
पंजेरा,pañerā
पंड,paṇḍ
पंडा,paṇḍā
पंडा,paṇḍā
पंडाल,paṇḍāl
पंडित,paṇḍit
पंडिताइन,paṇḍitāin
पंडिताई,paṇḍitāī
पंडिताऊ,paṇḍitāū
पंडितानी,paṇḍitānī
पँड़िया,paṁṛiyā
पंडियायन,paṇḍiyāyan
पंडु,paṇḍu
पंडुक,paṇḍuk
पंडुनि,paṇḍuni
पंडुर,paṇḍur
पंडू,paṇḍū
पंडूरी,paṇḍūrī
पंत,pant
पंतवा,pantvā
पंथ,panth
पंथी,panthī
पंद,pand
पंद्रह,pandrah
पंद्रही,pandrahī
पंधरस,pandhras
पँवाड़ा,paṁvāṛā
पँवाड़िया,paṁvāṛiyā
पँवार ,paṁvār
पँवार,paṁvār
पँवार,paṁvār
पंसारता,paṃsārtā
पंसारी,paṃsārī
प,pă
पकड़,pakaṛ
पकड़ना,pakaṛnā
पकड़वाना,pakaṛvānā
पकड़ाई,pakṛāī
पकड़ाना,pakṛānā
पकना,paknā
पकरिया,pakariyā
पकला,paklā
पकली,paklī
पकवाई,pakvāī
पकवान,pakvān
पकवाना,pakvānā
पकाई,pakāī
पकाऊ,pakāū
पकाना,pakānā
पकाव,pakāv
पकोड़ा,pakoṛā
पकोड़ी,pakoṛī
पकौड़ा,pakauṛā
पकौड़ी,pakauṛī
पक्का,pakkā
पक्कापन,pakkāpan
पक्ति,pakti
पक्व,pakvă
पक्वता,pakvătā
पक्ष,pakṣ
पक्षि,pakṣi
पक्षी,pakṣī
पक्षीय,pakṣīyă
पक्ष्मिल,pakṣmil
पख़,pakh
पखड़ी,pakhṛī
पखरवाना,pakharvānā
पखरौटा,pakhrauṭā
पखवाड़ा,pakhvāṛā
पखवाड़ा,pakhvāṛā
पखवारा,pakhvārā
पखाटा,pakhāṭā
पखानो,pakhāno
पखारना,pakhārnā
पखाल,pakhāl
पखाल,pakhāl
पखाला,pakhālā
पखाली,pakhālī
पखावज,pakhāvaj
पखावजी,pakhāvjī
पखुड़ी,pakhuṛī
पखुवा,pakhuvā
पखेरू,pakherū
पखेव,pakhev
पखेस,pakhes
पखौटा,pakhauṭā
पखौड़ा,pakhauṛā
पग,pag
पगड़ी,pagṛī
पगना,pagnā
पगला,paglā
पगहा,pagʾhā
पगार,pagār
पगार,pagār
पगार,pagār
पगिया,pagiyā
पगुराना,pagurānā
पघा,paghā
पघाल,paghāl
पाघिलना,paghilnā
पघैया,paghaiyā
पच,pac
पच,pac
पचड़ा,pacṛā
पचतोरिया,pactoriyā
पचन,pacan
पचना,pacnā
पचनीय,pacănīyă
पचपच,pacpac
पचपचा,pacpacā
पचपचाना,pacpacānā
पचपन,pacpan
पचवाई,pacvāī
पचहत्तर,pacʾhattar
पचानवे,pacānve
पचाना,pacānā
पचाव,pacāv
पचावा,pacāvā
पचास,pacās
पचासा,pacāsā
पचासी,pacāsī
पचीस,pacīs
पचूका,pacūkā
पंचौनी,pacaunī
पच्चर,paccar
पच्ची,paccī
पच्चीस,paccīs
पच्चीसी,paccīsī
पच्छम,paccham
पच्छमी,pacchămī
पच्छिम,pacchim
पछ,pach
पाछड़ना,pachaṛnā
पछताना,pachtānā
पछताव,pachtāv
पछतावा,pachtāvā
पछना,pachnā
पछवाँ,pachvāṁ
पछाँह,pachāṁh
पछाड़,pachāṛ
पछाड़ना,pachāṛnā
पछाड़ी,pachāṛī
पछिया,pachiyā
पछियाना,pachiyānā
पछियाव,pachiyāv
पछीत,pachīt
पछुआ,pachuā
पछेरू,pacherū
पछेली,pachelī
पछोड़न,pachoṛan
पछोड़ना,pachoṛnā
पजर,pajar
पजौड़ा,pajauṛā
पजौड़ापन,pajauṛāpan
पटंतर,paṭantar
पट,paṭ
पट,paṭ
पट,paṭ
पट,paṭ
पटक,paṭak
पटकन,paṭkan
पटकना,paṭaknā
पटकना,paṭkanā
पटकनी,paṭkanī
पटका,paṭkā
पटकाना,paṭkānā
पटकारना,paṭkārnā
पटकी,paṭkī
पटड़ा,paṭṛā
पटन,paṭan
पटन,paṭan
पटना,paṭnā
पटनी,paṭnī
पटपटाना,paṭpaṭānā
पटबंधक,paṭbandhak
पटबीजना,paṭbījnā
पटम,paṭam
पटरा,paṭrā
पटरा,paṭrā
पटरी,paṭrī
पटल,paṭal
पटवा,paṭvā
पटवा,paṭvā
पटवाना,paṭvānā
पटवार,paṭvār
पटवारी,paṭvārī
पटसन,paṭsan
पटहा,paṭăhā
पटा,paṭā
पट,paṭ
पटाक,paṭāk
पटाका,paṭākā
पटाख,paṭākh
पटाखा,paṭākhā
पटाना,paṭānā
पटाव,paṭāv
पटावन,paṭāvan
पटिया,paṭiyā
पटियाना,paṭiyānā
पटियाला,paṭiyālā
पटी,paṭī
पटीमा,paṭīmā
पटीलना,paṭīlnā
पटु,paṭu
पटुता,paṭutā
पटुवा,paṭuvā
पटेर,paṭer
पटेल,paṭel
पटेल,paṭel
पटेला,paṭelā
पटैत,paṭait
पटैला,paṭailā
पटैला,paṭailā
पटैली,paṭailī
पटोतन,paṭotan
पटोना,paṭonā
पटोरी,paṭorī
पटोल,paṭol
पटोलिका,paṭolikā
पटोली,paṭolī
पटोहिया,paṭohiyā
पटौनी,paṭaunī
पट्ट,paṭṭ
पट्ट,paṭṭ
पट्ट,paṭṭ
पट्टक,paṭṭak
पट्टन,paṭṭan
पट्टा,paṭṭā
पट्टा,paṭṭā
पट्टिका,paṭṭikā
पट्टी,paṭṭī
पट्टी,paṭṭī
पट्टू,paṭṭū
पट्ठा,paṭṭhā
पट्ठा,paṭṭhā
पट्ठा,paṭṭhā
पठ,paṭh
पठक,paṭhak
पठन,paṭhan
पठंनीय,paṭhănīyă
पठवा,paṭhvā
पठान,paṭhān
पठानी,paṭhānī
पठानी,paṭhānī
पठार,paṭhār
पठा(व),paṭhā(v)
पठित,paṭhit
पठिया,paṭhiyā
पठय,paṭhyă
पड़त,paṛat
पड़ता,paṛtā
पड़ताल,paṛtāl
पड़तालना,paṛtālnā
पड़ती,paṛtī
