ਆ,Á
ਖੈਰੇ,KHAIRE
ਖੈਰੀਂ,KHAIRÍṆ
ਖਈਰੋਗ,KHAÍROG
ਖੈਰੂ,KHAIRÚ
ਖਾਜ,KHÁJ
ਖਾਜਾ,KHÁJÁ
ਖਜਾਨਾ,KHAJÁNÁ
ਖਜਾੱਨਾ,KHAJÁNNÁ
ਖਾੱਜਾ,KHÁJJÁ
ਖੱਜਲ,KHAJJAL
ਖੱਜੀ,KHAJJÍ
ਖਜੂਰ,KHAJÚR
ਖਜੂਰੀ,KHAJÚRÍ
ਖਾਕ,KHÁK
ਖਾਕਾ,KHÁKÁ
ਖਾਖ,KHÁKH
ਖਖ,KHAKH
ਖਖਾਰ,KHAKHÁR
ਖਖਾਰਣਾ,KHAKHÁRṈÁ
ਖਖਡ਼ੀ,KHAKHṚÍ
ਖਖਵਾਡ਼,KHAKHWÁṚ
ਖਖਵਾਡ਼ਾ,KHAKHWÁṚÁ
ਖਾਕੀ,KHÁKÍ
ਖੱਖਾ,KHAKKHÁ
ਖੱਖਰ,KHAKKHAR
ਖਲ,KHAL
ਖਾਲ,KHÁL
ਖਾਲਾ,KHÁLÁ
ਖਾਲਾਂ,KHÁLÁṆ
ਖਲਾ,KHALÁ
ਖਲ਼ਲ਼,KHALAL
ਖਲ਼ਾਲ,KHALÁL
ਖਾਲਸ,KHÁLAS
ਖਲਾਸ,KHALÁS
ਖਲਾਸੀ,KHALÁSÍ
ਖਲੌਣਾ,KHALAUṈÁ
ਖਲਾਉਣਾ,KHALÁUṈÁ
ਖਲਾਵਾ,KHALÁWÁ
ਖਲਬਲ,KHALBAL
ਖਲਬਲੀ,KHALBALÍ
ਖਲਧੂ,KHALDHÚ
ਖਲਦੂ,KHALDÚ
ਖਲ੍ਹਦੂ,KHALHDÚ
ਖਲ੍ਹਬਲਾਟ,KHALHBALÁṬ
ਖਲ੍ਹਬਲਾਉਣਾ,KHALHBALÁUṈÁ
ਖਲ੍ਹਬਲੀ,KHALHBALÍ
ਖਲ੍ਹਿਆਰਣਾ,KHALHIÁRṈÁ
ਖਲੀ,KHALÍ
ਖਾਲੀ,KHÁLÍ
ਖਾਲੀ,KHÁLÍ
ਖਲੀਦਾਰ,KHALÍDÁR
ਖਲੀਦਾਰੀ,KHALÍDÁRÍ
ਖਲੀਤਾ,KHALÍTÁ
ਖਲਕ,KHALK
ਖਲ਼ਕਤ,KHALKAT
ਖੱਲ,KHALL
ਖੱਲਾ,KHALLÁ
ਖੱਲਡ਼,KHALLAṚ
ਖੱਲਡ਼ੀ,KHALLAṚÍ
ਖੱਲਰ,KHALLAR
ਖੱਲ੍ਹਰ,KHALLHAR
ਖਾੱਲੀ,KHÁLLÍ
ਖੱਲਣਾ,KHALLṈÁ
ਖਲਮਾਰ,KHALMÁR
ਖਲੋਣਾ,KHALOṈÁ
ਖਲਡ਼ੀ,KHALṚÍ
ਖਲਡ਼ੂ,KHALṚÚ
ਖਾਲਸਾ,KHÁLSÁ
ਖਲਸੁੱਕ,KHALSUKK
ਖਲਤਾ,KHALTÁ
ਖਲਵਾਰ,KHALWÁR
ਖਲਵਾਡ਼ਾ,KHALWÁṚÁ
ਖਲਵੇਡ਼ਾ,KHALWEṚÁ
ਖਮ,KHAM
ਖਾਮ,KHÁM
ਖੰਭ,KHAMBH
ਖਮਭ,KHAMBH
ਖੰਭਾ,KHAMBHÁ
ਖੰਮਬੀਰ,KHAMBÍR
ਖਮੀਰ,&amp;KdotHAMÍR
ਖੰਮਬੀਰਾ,KHAMBÍRÁ
ਖਮੀਰਾ,KHAMÍRÁ
ਖੰਮਬੀਰੀ,KHAMBÍRÍ
ਖਮੀਰੀ,KHAMÍRÍ
ਖਾਮੀ,KHÁMÍ
ਖਮੀਰਾ,KHAMÍRÁ
ਖੱਮਨ,KHAMMAN
ਖਣ,KHAṈ
ਖਾਂ,KHÁṆ
ਖਾਣ,KHÁṈ
ਖਾਣਾ,KHÁṈÁ
ਖਾਨਾ,KHÁNÁ
ਖਨੌਤੀ,KHANAUTÍ
ਖਨਭਾਨੀ,KHANBHÁNÍ
ਖੰਭਡ਼ਾ,KHAṆBHṚÁ
ਖਾਂਚਾ,KHÁṆCHÁ
ਖਾਂਚੀ,KHÁṆCHÍ
ਖੰਚੂਰੀਆ,KHANCHÚCHÚRÍÁ
ਖੰਡ,KHAṆḌ
ਖੰਡਾ,KHAṆḌÁ
ਖਾਂਡਾ,KHÁṆḌÁ
ਖੰਦਾ,KHAṆDÁ
ਖੰਦਕ,KHṆDAK
ਖੰਡਣ,KHAṆḌAṈ
ਖੰਦਰ,KHAṆDAR
ਖੰਡਤ,KHAṆḌAT
ਖੰਡਾਉਣਾ,KHAṆḌÁUṈÁ
ਖੰਧਾ,KHAṆDHÁ
ਖੰਢਰ,KHAṆḌHAR
ਖੰਡੀ,KHAṆḌÍ
ਖੰਦੀ,KHAṆDÍ
ਖੰਡਣਾ,KHAṆḌṈÁ
ਖੰਦੋਲਾ,KHAṆDOLÁ
ਖੰਡੂ,KHAṆDÚ
ਖੰਡੂਰੀ,KHAṆḌÚRÍ
ਖਾਂਗਡ਼,KHÁṆGAṚ
ਖੰਘ,KHAṆGH
ਖੰਘਾਰ,KHAṆGHÁL
ਖੰਗਾਲਣਾ,KHAṆGHÁLṈÁ
ਖਘਾਰ,KHAṆGHÁR
ਖੰਖਾਰ,KHAṆKHÁR
ਖੰਘਰ,KHAṆGHAR
ਖੰਘਰੀ,KHAṆGHARÍ
ਖੰਘਾਰਣਾ,KHAṆGHÁRṈÁ
ਖੰਘੂਰਣਾ,KHAṆGHÚRṈÁ
ਖੰਘਣਾ,KHAṆGHṈÁ
ਖੰਖਾਰਣਾ,KHAṆKHÁRṈÁ
ਖਾਨੀ,KHÁNÍ
ਖਾਣੀ,KHÁṈÍ
ਖਨੀਆਂ,KHANÍÁṆ
ਖਾਂਜ,KHÁṆJ
ਖੰਜਨ,KHAṆJAN
ਖੰਜਰ,KHAṆJAR
ਖੰਜਰੀ,KHAṆJARÍ
ਖੱਨਾ,KHANNÁ
ਖਾੱਨਾ,KHÁNNÁ
ਖਨਨਾ,KHANNÁ
ਖੱਨੀ,KHANNÍ
ਖਨੋਤ੍ਨਾ,KHANOTARNÁ
ਖਾਂਸੀ,KHÁṆSÍ
ਖਾਂਸਣਾ,KHÁṆSṈÁ
ਖਾਂਟ,KHÁṆṬ
ਖਨੂਹਣਾ,KHANÚHṈÁ
ਖਪ,KHAP
ਖਪਾ,KHAPÁ
ਖਪਨ,KHAPAN
ਖਪਾਡ਼ਾ,KHAPÁṚÁ
ਖਪਤ,KHAPAT
ਖਪਾਉ,KHAPÁU
ਖਪਾਉਣਾ,KHAPÁUṈÁ
ਖਫਾ,KHAPHÁ
ਖਫਕਾਣ,KHAPHKÁṈ
ਖਪਖਪਾ,KHAPKHAPÁ
ਖਪਣਾ,KHAPṈÁ
ਖੱਪ,KHAPP
ਖੱਪਾ,KHAPPÁ
ਖੱਪਣ,KHAPPAṈ
ਖੱਪਰ,KHAPPAR
ਖੱਫਣ,KHAPPHAṈ
ਖੱਪੀ,KHAPPÍ
ਖਪਰਾ,KHAPRÁ
ਖਪਰੀ,KHAPRÍ
ਖਪਰੈਲ,KHAPRAIL
ਖਪਵਾਉਣਾ,KHAPWÁUṈÁ
ਖਰ,KHAR
ਖਡ਼,KHAṚ
ਖਾਰ,KHÁR
ਖਾਡ਼,KHÁṚ
ਖਾਡ਼ਾ,KHÁṚÁ
ਖਾਰਾ,KHÁRÁ
ਖਡ਼ਾ,KHAṚÁ
ਖਰਾ,KHARÁ
ਖਰਾਬ,KHARÁB
ਖਰਾਬਾ,KHARÁBÁ
ਖਰਾਬਾਤ,KHARÁBÁT
ਖਰਾਬਾਤਣ,KHARÁBÁTAṈ
ਖਰਾਬਾਤੀ,KHARÁBÁTÍ
ਖਰਾਬੀ,KHARÁBÍ
ਖਰਾਦ,KHARÁD
ਖਰਾਦਣ,KHARÁDAṈ
ਖਰਾਦੀ,KHARÁDÍ
ਖਰਾਦੀਆ,KHARÁDÍÁ
ਖਰਾਦਣਾ,KHARADṈÁ
ਖਰਾਇਤ,KHARÁIT
ਖਰਾਇਤਣ,KHARÁITAṈ
ਖਰਾਇਤੀ,KHARÁITÍ
ਖਾਰਜ,KHÁRAJ
ਖਰਾਜ,KHARÁJ
ਖਡ਼ਕ,KHAṚAK
ਖਰਕ,KHARAK
ਖਡ਼ਕਣਾ,KHAṚAKṈÁ
ਖਰਲ,KHARAL
ਖਾਰਨ,KHÁRAN
ਖਡ਼ਾਪ,KHAṚÁP
ਖਡ਼ਾਪ,KHAṚÁP
ਖਡ਼ਾਪੀ,KHAṚÁPI
ਖਡ਼ੱਪਾ,KHAṚAPPÁ
ਖਰਡ਼,KHARAṚ
ਖਰਡ਼ਾ,KHARAṚÁ
ਖਰਾਸ,KHARÁS
ਖਰਾਸਣ,KHARÁSAṈ
ਖਰਾਸੀ,KHARASÍ
ਖਰਾਸੀਆ,KHARÁSÍÁ
ਖਰਾਤ,KHARÁT
ਖਡ਼ਾਓਂ,KHAṚÁUṆ
ਖਰਾਉਣਾ,KHARÁUṈÁ
ਖਰਾਵਣਾ,KHARÁWAṈÁ
ਖਰਾਉਡ਼ਾ,KHARÁUṚÁ
ਖਰੌਡ਼ਾ,KHARAUṚÁ
ਖਡ਼ਾਵਾਂ,KHAṚÁWÁṆ
ਖਰਬ,KHARB
ਖਡ਼ਬਡ਼ਾ,KHAṚBAṚÁ
ਖਡ਼ਬਡ਼ਾਟ,KHAṚBṚÁṬ
ਖਰਬਿਦਨਾ,KHARBIDNÁ
ਖਰਬੂਜਾ,KHARBÚJÁ
ਖਰਚ,KHARCH
ਖਰਚਾ,KHARCHÁ
ਖਰਚਾਉਣਾ,KHARCHÁUṈÁ
ਖਰਚੀ,KHARCHÍ
ਖਰਚਣਾ,KHARCHṈÁ
ਖਰਚੋਣਾ,KHARCHOṈÁ
ਖਰਧਲ,KHARDHAL
ਖਰੇਊ,KHAREÚ
ਖਰੇਤ੍,KHARETAR
ਖਡ਼ਗ,KHAṚG
ਖਾਡ਼੍ਹਾ,KHÁṚHÁ
ਖਰ੍ਹਾ,KHARHÁ
ਖਰ੍ਹਵਾ,KHARHWÁ
ਖਡ਼ੀ,KHAṚÍ
ਖਰੀ,KHARÍ
ਖਾਰੀ,KHÁRÍ
ਖਾਡ਼ੀ,KHÁṚÍ
ਖਰਿਆਈ,KHARIÁÍ
ਖਰੀਦ,KHARÍD
ਖਰੀਦਣਾ,KHARÍDṈÁ
ਖਰੀਦੂ,KHARÍDÚ
ਖਰੀਂਦ,KHARÍNḌH
ਖਾਰਿਸ਼,KHÁRISH
ਖਰਿਸਤ,KHARIST
ਖਰਿਸਤਣ,KHARISTAṈ
ਖਰਿਸਤੀ,KHARISTÍ
ਖਰੀਤਾ,KHARÍTÁ
ਖਰਜ,KHARJ
ਖਾਰਜੀ,KHÁRJÍ
ਖਾਰਜੂ,KHÁRJÚ
ਖਡ਼ਕਾ,KHAṚKÁ
ਖਰਕਾ,KHAKÁ
ਖਡ਼ਕਾਉਣਾ,KHAṚKÁWṈÁ
ਖਰਖਰਾ,KHARKHARÁ
ਖਰਖਰੀ,KHARKHARÍ
ਖਰਮਸਤੀ,KHARMASTÍ
ਖਰਨਾ,KHARNÁ
ਖਾਰਣਾ,KHÁRṈÁ
ਖਡ਼ਣਾ,KHAṚṈÁ
ਖਰਨੀਂ,KHARNÍṆ
ਖਰੋਚਣਾ,KHAROCHṈÁ
ਖਰੋਲਣਾ,KHAROLṈÁ
ਖਡ਼ੌਣਾ,KHAṚOṈÁ
ਖਰੋਡ਼ਾ,KHAROṚÁ
ਖਰੋਟ,KHAROṬ
ਖਰੋਟਣਾ,KHAROṬṈÁ
ਖਡ਼ਪੈਂਚ,KHAṚPAIṆCH
ਖੱਰਲ,KHARRAL
ਖਰਸਨ,KHARSAN
ਖਡ਼ਸੁੱਕ,KHAṚSUKK
ਖਾਡ਼ੂ,KHÁṚÚ
ਖਰੂਦ,KHARÚD
ਖਰੂਦਣ,KHARÚDAṈ
ਖਰੂਦੀ,KHARÚDÍ
ਖਰੂੰਢ,KHARÚṆḌH
ਖਰੂੰਚਣਾ,KHARÚṆCHṈÁ
ਖਾਰਵਾ,KHÁRWÁ
ਖਰਵਾਰ,KHARWÁR
ਖਡ਼ਯਾ,KHAṚYÁ
ਖਸ,KHAS
ਖਾਸ,KHÁS
ਖਾਸਾ,KHÁSÁ
ਖਸਮ,KHASM
ਖਸਰ,KHASAR
ਖਾਸ਼,KHÁSH
ਖਸ਼ਖਸ਼,KHASHKHASH
ਖਸ਼ਟਮ,KHASHṬAM
ਖਸ਼ਟਮੀ,KHASHṬAMÍ
ਖਸੀਹਤ,KHASÍHAT
ਖਸੀਲ,KHASÍL
ਖਸਕਾਸ,KHASKÁS
ਖਸਖਸ,KHASKHAS
ਖਸਖਾਸੀ,KHASKHÁSÍ
ਖਸਖਸੀ,KHASKHASÍ
ਖਸਕਾਸੀ,KHASKÁSÍ
ਖਾਸਕੀ,KHÁSKÍ
ਖਸਮਾਨਾ,KHASMÁNÁ
ਖਾਸਨਾ,KHÁSNÁ
ਖਾਸਣਾ,KHÁSṈÁ
ਖਸੋਟਣਾ,KHASOṬṈÁ
ਖਸਰਾ,KHASRÁ
ਖਾਸਾੱ,KHÁSSÁ
ਖੱਸਰ,KHASSAR
ਖੱਸੀ,KHASSÍ
ਖੱਸਣਾ,KHASSṈÁ
ਖੱਸੂ,KHASSÚ
ਖਟ,KHAṬ
ਖਤ,KHAT
ਖਾਤ,KHÁT
ਖਾਟ,KHÁṬ
ਖਤਾ,KHAṬ
ਖਤਾ,KHATÁ
ਖਤਾਈ,KHATÁÍ
ਖਤਾਬ,KHATÁB
ਖਟਾਈ,KHAṬÁÍ
ਖਟਕ,KHAṬAK
ਖਟਕਣਾ,KHAṬAKṈÁ
ਖਟਨ,KHAṬAN
ਖਟਾਪਟੀ,KHAṬÁPAṬÍ
ਖਾਤ੍ਹ,KHÁTAR
ਖਟਾਸ,KHAṬÁS
ਖਟਟਿਰ,KHAṬAṬIR
ਖਟਾਊ,KHAṬÁÚ
ਖਟਾਉਣਾ,KHAṬÁUṈÁ
ਖਾਟੀ,KHÁṬÍ
ਖਟਿਆਹਣ,KHAṬIÁHAṈ
ਖਟਿਆਂਧ,KHAṬIÁṆDH
ਖਟਿਆਨ੍ਹ,KHAṬIÁNH
ਖਟਿਆਈ,KHAṬIÁÍ
ਖਟੀਕ,KHAṬÍK
ਖਟਕਾ,KHAṬKÁ
ਖਟਕਾਉਣਾ,KHAṬKÁUṈÁ
ਖਟਮਲ,KHAṬMAL
ਖਤਮੀ,KHATMÍ
ਖਟਮਿਠਾ,KHAṬMIṬHÁ
ਖਟੋਲੀ,KHAṬOLÍ
ਖਟਡ਼ਾ,KHATRÁ
ਖਤਾ੍ਣੀ,KHAṬṚÁ
ਖਤੇ੍ਟਾ,KHATRÁṈÍ
ਖਤੇ੍ਟੀ,KHATREṬÁ
ਖੱਟ,KHATREṬÍ
ਖੱਤਾ,KHAṬṬ
ਖਾੱਤਾ,KHATTÁ
ਖੱਟਾ,KHÁTTÁ
ਖੱਟਰ,KHAṬṬÁ
ਖੱਟਰ,KHAṬṬAR
ਖੱਟੀ,KHAṬṬÍ
ਖੱਟਣਾ,KHAṬṬṈÁ
ਖੱਤ੍ਮਾ,KHATRAMMÁ
ਖਤਰੱਮਾਂ,KHATRAMMÁṆ
ਖੱਤੀ੍,KHATTRÍ
ਖੱਟੂ,KHAṬṬÚ
ਖਟਵਾਉਣਾ,KHAṬWÁUṈÁ
ਖੌ,KHAU
ਖਾਊ,KHÁÚ
ਖੌਫ,KHAUF
ਖੌਝਣਾ,KHAUJHṈÁ
ਖੌਲਾ,KHAULÁ
ਖੌਲਣਾ,KHAULAṈÁ
ਖੌਲੀ,KHAULÍ
ਖਾਉਣਾ,KHÁUṈÁ
ਖੌਂਚਾ,KHAUṆCHÁ
ਖੌਂਦ,KHAUṆD
ਖੌਂਤ,KHAUṆT
ਖੌਂਸਡ਼ਾ,KHAUṆSṚÁ
ਖੌਰੀ,KHAURÍ
ਖੌਰੂ,KHAURÚ
ਖਵਾ,KHAWÁ
ਖਾਵਾ,KHÁWÁ
ਖਵੈਯਾ,KHAWAIYÁ
ਖਵੈਈਯਾ,KHAWAÍYÁ
ਖਾਵਣ,KHÁWAṈ
ਖਾਵੰਦ,KHÁWAṆD
ਖਵਾਸ,KHAWÁS
ਖਵਾਸੀ,KHAWÁSÍ
ਖਵੱਯਾ,KHAWAYYÁ
ਖਵੀ,KHAWÍ
ਖਾਯਾ,KHÁYÁ
ਖੇਚਲ,KHECHAL
ਖੇਡ,KHEḌ
ਖੇਦ,KHED
ਖੇਦਾ,KHEDÁ
ਕੇਦੂ,KHEDÚ
ਖੇਧ,KHEDH
ਖੇਦਣਾ,KHEDṈÁ
ਖੇਡਣਾ,KHEḌṈÁ
ਖੇਹ,KHEH
ਖੇਹਨੂ,KHEHNÚ
ਖੇਜਾ,KHEJÁ
ਖੇਖਣ,KHEKHAṈ
ਖੇਲ,KHEL
ਖੇਲਣਾ,KHELṈÁ
ਖੇਲੂਡ਼ਾ,KHELÚRÁ
ਖੇਮਾ,KHEMÁ
ਖੇਂਡ,KHEṆḌ
ਖੇਂਜ,KHEṆJ
ਖੇਂਜੂ,KHEṆJÚ
ਖੇਨੂ,KHENÚ
ਖੇਪ,KHEP
ਖੇਪਡ਼,KHEPAṚ
ਖੇਪਡ਼ੀ,KHEPAṚÍ
ਖੇਰ,KHER
ਖੇਰਾ,KHERÁ
ਖੇਡ਼ਾ,KHEṚÁ
ਖੇਡ਼ੀ,KHEṚÍ
ਖੇਰੀ,KHERÍ
ਖੇਸ,KHES
ਖੇਸ਼,KHESH
ਕੇਸੀ,KHESÍ
ਖੇਤ,KHET
ਖੇਤ੍,KHETAR
ਖੇਤੀ,KHETÍ
ਖੇਤ੍ੁ,KHETRU
ਖੇਉਣ,KHEUṈ
ਖੇਵਣ,KHEWAṈ
ਖੇਉਣਾ,KHEUṈÁ
ਖੇਵਣਾ,KHEWAṈÁ
ਖੇਵਾ,KHEWÁ
ਖੇਵਕ,KHEWAK
ਖਿਆਲ,KHIÁL
ਖਿਆਲੀ,KHIÁLÍ
ਖਿਆਨਤ,KHIÁNAT
ਖਿਆਰਾ,KHIÁRÁ
ਖਿਚਾਈ,KHICHAÍ
ਖਿਚਾਉ,KHICHÁU
ਖਿਚਾਉਣਾ,KHICHÁUṈÁ
ਖਿੱਚ,KHICHCH
ਖਿੱਚਡ਼,KHICHCHAṚ
ਖਿਚਡ਼ੀ,KHICHṚÍ
ਖਿੱਚੀ,KHICHCHÍ
ਖੀਚੀ,KHÍCHÍ
ਖਿੱਚਣਾ,KHICHCHṈÁ
ਖਿਚਵਾਈ,KHICHWÁÍ
ਖਿਚਵਾਉਣਾ,KHICHWÁUṈÁ
ਖਿਡਾਈ,KHIḌÁÍ
ਖਿਡਾਰ,KHIḌÁR
ਖਿਡਾਰਣ,KHIḌÁRAṈ
ਖਿਡਾਰੀ,KHIḌÁRÍ
ਖਿਡਾਉਣਾ,KHIḌÁUṈÁ
ਖਿਡਾਵਾ,KHIḌÁWÁ
ਖਿਡਾਵੀ,KHIḌÁWÍ
ਖਿੱਦੋ,KHIDDO
ਖਿੱਦੂ,KHIDDÚ
ਖਿਝ,KHIJH
ਖਿਢਾਉਣਾ,KHIJHÁUṈÁ
ਖਿਝਵਾਉਣਾ,KHIJHWÁUṈÁ
ਖਿਝਣਾ,KHIJHṈÁ
ਖਿਖਾਉਣਾ,KHIKHÁUṈÁ
ਖਿਖਆਉਣਾ,KHIKHIÁUṈÁ
ਖਿਲਾਈ,KHILÁÍ
ਖਿਲਾਰ,KHILÁR
ਖਿਲਾਰਣ,KHILÁRAṈ
ਖਿਲਾਰੀ,KHILÁRÍ
ਖਿਲਾਡ਼ੀ,KHILÁṚÍ
ਖਿਲਾਰਣਾ,KHILÁRṈÁ
ਖਿਲਰਣਾ,KHILARṈÁ
ਖਿਲਾਉਣਾ,KHILÁUṈÁ
ਖਿਲਾਵਾ,KHILÁWÁ
ਖਿਲਾਵੀ,KHILÁWÍ
ਖਿਲਿ,KHILI
ਖਿਲਕਾ,KHILKÁ
ਖਿੱਲ,KHILL
ਖਿੱਲਰਣਾ,KHILLARṈÁ
ਖਿੱਲਸ,KHILLAS
ਖਿੱਲਤ,KHILLAT
ਖਿੱਲੀ,KHILLÍ
ਖਿਲਮਾ,KHILMÁ
ਖਿਲਨਾ,KHILNÁ
ਖਿਲਤਾ,KHILTÁ
ਖਿਲਵਾਈ,KHILWÁÍ
ਖਿਲਵਾਉਣਾ,KHILWÁUṈÁ
ਖਿਮਾ,KHIMÁ
ਖਿਮਾਂ,KHIMÁṆ
ਖਿਮਨ,KHIMAN
ਖਿਮਿਨ,KHIMIN
ਖਿਣ,KHIṈ
ਖਿੰਦ,KHIṆD
ਖਿੰਦਰ,KHIṆDAR
ਖਿੰਡਰ,KHIṆḌAR
ਖਿੰਡਾਉਣਾ,KHIṆḌÁUṈÁ
ਖਿੰਧ,KHIṆDH
ਖਿੰਧਡ਼ਾ,KHIṆDHṚÁ
ਖਿੰਧਡ਼ੀ,KHIṆDHṚÍ
ਖਿੰਦੋਲਾ,KHIṆDHOLÁ
ਖਿੰਦੋਲਣਾ,KHIṆDOLṈÁ
ਖਿੰਡਣਾ,KHIṆḌṈÁ
ਖਿੰਡਜਾਣਾ,KHIṆḌJÁṈÁ
ਖਿੰਡੂਰੀ,KHIṆḌÚRÍ
ਖਿੰਗ,KHIṆG
ਖਿੰਗਾ,KHIṆGÁ
ਖਿੰਜ,KHIṆJ
ਖਿੰਜਾਈ,KHIṆJÁÍ
ਖਿੰਜਵਾਈ,KHIṆJWÁÍ
ਖਿੰਜਾਉਣਾ,KHIṆJÁUṈÁ
ਖਿੰਜਣਾ,KHIṆJṈÁ
ਖਿੰਜਵਾਉਣਾ,KHIṆJWÁUṈÁ
ਖੀਣਖਾਬ,KHÍṈKHÁB
ਖਿੰਨੂੰ,KHINNÚ
ਖਿੰਬਾ,KHIṆTHÁ
ਖਿਪ,KHIP
ਖੀਰ,KHÍR
ਖੀਰਾ,KHÍRÁ
ਖਿਰਨ,KHIRAN
ਖਿਰੰਢ,KHIRAṆḌH
ਖਿਡ਼ਾਉ,KHIṚÁU
ਖਿਡ਼ਾਉਣਾ,KHIṚÁUṈÁ
ਖੀਰੀ,KHÍRÍ
ਖਿਰੀਂਢ,KHIRÍṆḌH
ਖਿਰਿੰਢ,KHIRIṆḌH
ਖਿਡ਼ਕ,KHIṚK
ਖਿਡ਼ਕਾ,KHIṚKÁ
ਖਿਡ਼ਖਿਡ਼ਾਟ,KHIṚKHIṚÁṬ
ਖਿਡ਼ਖਿਡ਼ਾਉਣਾ,KHIṚKHIṚÁUṈÁ
ਖਿਡ਼ਕੀ,KHIṚKÍ
ਖੀਰਮਾ,KHÍRMÁ
ਖਿਰਮਨ,KHIRMAN
ਖਿਡ਼ਨਾ,KHIṚNÁ
ਖਿਰਨੀ,KHIRNÍ
ਖੀਰਨੀ,KHÍRNÍ
ਖਿਰਟਣਾ,KHIRṬṈÁ
ਖੀਸ,KHÍS
ਖੀਸਾ,KHÍSÁ
ਖਿਸਕਣਾ,KHISKAṈÁ
ਖਿਸਕੰਤਮ,KHISKAṆTAM
ਖਿਸਕਣਾ,KHISKṈÁ
ਖਿਸਕਤ,KHISKAT
ਖਿਸਕਾਉਣਾ,KHISKÁUṈÁ
ਖਿਬਾ,KHITHÁ
ਖਿੱਟ,KHIṬṬ
ਖਿੱਤੀ,KHITTÍ
ਖੀਵਾ,KHÍWÁ
ਖੀਵਟ,KHÍWAṬ
ਖੋ,KHO
ਖੋਆ,KHOÁ
ਖੋਭਾ,KHOBHÁ
ਖੋਭਣਾ,KHOBHṈÁ
ਖੋਚਰ,KHOCHAR
ਖੋਚਰੂ,KHOCHARÚ
ਖੋਦ,KHOD
ਖੋਦਾ,KHODÁ
ਖੋੱਦਾ,KHODDÁ
ਖੋਦੀ,KHODÍ
ਖੋਦਣਾ,KHODṈÁ
ਖੋਹ,KHOH
ਖੋਹੀ,KHOHÍ
ਖੋਹਣਾ,KHOHṈÁ
ਖੋਹਰਡ਼ਾ,KHOHRAṚÁ
ਖੋਹਰਡ਼ੀ,KHOHRAṚÍ
ਖੋਹਡ਼ੂ,KHOHṚÚ
ਖੋਹੂ,KHOHÚ
ਖੋਹੁਡ਼ੂ,KHOHUṚÚ
ਖੋਇਦ,KHOID
ਖੋਜ,KHOJ
ਖੋਜਾ,KHOJÁ
ਖੋਜਣ,KHOJAṈ
ਖੋਜੀ,KHOJÍ
ਖੋੱਜਾ,KHOJJÁ
ਖੋੱਜੀ,KHOJJÍ
ਖੋਜਣਾ,KHOJṈÁ
ਖੋਖਰ,KHOKHAR
ਖੋਖੁਰ,KHOKHUR
ਖੋਖਲਾ,KHOKHLÁ
ਖੋਖਰਾ,KHOKHRÁ
ਖੋਖਲਾ,KHOKHLÁ
ਖੋਖਨੀ,KHOKHNÍ
ਖੋਖਰੀ,KHOKHRÍ
ਖੋਲ,KHOL
ਖੋਲਾ,KHOLÁ
ਖੋਲ੍ਹਣਾ,KHOLHṈÁ
ਖੋਲੀ,KHOLÍ
ਖੋੱਲੀ,KHOLLÍ
ਖੋਮਬਡ਼,KHOMBAṚ
ਖੋਮੁਡ਼,KHOMUṚ
ਖੋਣਾ,KHOṈÁ
ਖੋਨਾਈ,KHONÁÍ
ਖੋਂਬੀ,KHOṆBÍ
ਖੋਂਚ,KHOṆCH
ਖੋਪਾ,KHOPÁ
ਖੋੱਪਾ,KHOPPÁ
ਖੋਪਰਾ,KHOPRÁ
ਖੋਪਰ,KHOPAR
ਖੋਪਰੀ,KHOPRÍ
ਖੋਰ,KHOR
ਖੋਡ਼,KHOṚ
ਖੋਰਾ,KHORÁ
ਖੋਰਾਤੀ,KHORĀTÍ
ਖੋਡ਼ੀ,KHOṚÍ
ਖੋਰੀ,KHORÍ
ਖੋਰਨਾ,KHORNÁ
ਖੋੱਸਾ,KHOSSÁ
ਖੋਟ,KHOṬ
ਖੋੱਟਾ,KHOṬṬÁ
ਖੋੱਟੀ,KHOṬṬÍ
ਖੋੱਤਾ,KHOTTÁ
ਖੋੱਤੀ,KHOTTÍ
ਖੋਟਾਈ,KHOṬÁÍ
ਖੋਟਿਆਈ,KHOṬIÁÍ
ਖੋਊ,KHOÚ
ਖੋਵਾਰਾ,KHOWÁRÁ
ਖੂ,KHÚ
ਖੁਆਹਨਾ,KHUÁHNÁ
ਖੁਆਲਣਾ,KHUÁLAṈÁ
ਖੁਆਲਨਾ,KHUÁLNÁ
ਖੁਆਨਾ,KHUÁNÁ
ਖੁਆਰ,KHUÁR
ਖੁਆਰੀ,KHUÁRÍ
ਖੁਆਸ,KHUÁS
ਖੁਆਸੀ,KHUÁSÍ
ਖੁਆਉਣਾ,KHUÁUṈÁ
ਖੂਬ,KHÚB
ਖੁੱਭਣ,KHUBBHAṈ
ਖੁੱਭੁਣ,KHUBBHUṈ
ਖੁੱਭੂਣਾ,KHUBBHUṈÁ
ਖੁਭਣਾ,KHUBHṈÁ
ਖੁਭਾਉਣਾ,KHUBBHÁUṈÁ
ਖੁਬਸੂਰਤ,&amp;KdotHUBSÚRAT
ਖੁਬਸੂਰਤੀ,KHUBSÚRTÍ
ਖੁਬੁਰਦਰੰਤੀ,KHUBURDARAṆTÍ
ਖੁਚਾਈ,KHUCHÁÍ
ਖੁਚਾਉਣਾ,KHUCHÁUṈÁ
ਖੁੱਚ,KHUCHCH
