Word,Translit,Normalized
नुमायान,numāyān,n u m aa y aa n
नुसख़ा,nusxā,n u s x aa
नुहट्टा,nuhaṭṭā,n u h a tt tt aa
नूतन,nūtan,n uu t a n
नूतनता,nūtantā,n uu t a n t aa
नून,nūn,n uu n
नूनी,nūnī,n uu n ii
नूपुर,nūpur,n uu p u r
नूर,nūr,n uu r
नूर,nūr,n uu r
नूरानी,nūrānī,n uu r aa n ii
नूह,nūh,n uu h
नृ,nŕ,n r i
नृत्य,nŕty,n r i t y
नृप,nŕp,n r i p
नृपता,nŕptā,n r i p t aa
नृपति,nŕpti,n r i p t i
नृशंस,nŕśans,n r i sh a n s
ने,ne,n e
नेऊन,neūn,n e uu n
नेक,nek,n e k
नेक,nek,n e k
नेकी,nekī,n e k ii
नेकु,neku,n e k u
नेग,neg,n e g
नेगी,negī,n e g ii
नेज़ा,nezā,n e z aa
नेटा,neṭā,n e tt aa
नेड़,neṛ,n e rr
नेत,net,n e t
नेता,netā,n e t aa
नेता,netā,n e t aa
नेताई,netāī,n e t aa ii
नेती,netī,n e t ii
नेतृत्व,netŕtv,n e t r i t v
नेत्र,netr,n e t r
नेत्री,netrī,n e t r ii
नेत्र्य,netry,n e t r y
नेनुआ,nenuā,n e n u aa
नेपथ्य,nepathy,n e p a th y
नेपाल,nepāl,n e p aa l
नेपाली,nepālī,n e p aa l ii
नेपाली,nepālī,n e p aa l ii
नेफ़ा,nefā,n e f aa
नेब,neb,n e b
नेम,nem,n e m
नेमत,nemat,n e m a t
नेमि,nemi,n e m i
नेमी,nemī,n e m ii
नेर,ner,n e r
नेरा,nerā,n e r aa
नेरुआ,neruā,n e r u aa
नेव,nev,n e v
नेवत,nevat,n e v a t
नेवत,nevat,n e v a t
नेवता,nevtā,n e v t aa
नेवर,nevar,n e v a r
नेवला,nevlā,n e v l aa
नेवार,nevār,n e v aa r
नेवारी,nevārī,n e v aa r ii
नेवारी,nevārī,n e v aa r ii
नेस्त,nest,n e s t
नेस्ती,nestī,n e s t ii
नेह,neh,n e h
नेहा,nehā,n e h aa
नेंही,nenhī,n e n h ii
नै,nai,n E
नैक,naik,n E k
नैकटय,naikṭay,n E k tt a y
नैगम,naigam,n E g a m
नैचक,naicak,n E c a k
नैचा,naicā,n E c aa
नैची,naicī,n E c ii
नैतिक,naitik,n E t i k
नैतिकता,naitiktā,n E t i k t aa
नैदानिक,naidānik,n E d aa n i k
नैन,nain,n E n
नैना,nainā,n E n aa
नैनू,nainū,n E n uu
नैपाली,naipālī,n E p aa l ii
नैपुण्य,naipuṇy,n E p u n y
नैमित्तिक,naimittik,n E m i t t i k
नैमिष,naimiṣ,n E m i sh
नैयमिक,naiyamik,n E y a m i k
नैया,naiyā,n E y aa
नैरंग,nairaṅg,n E r a ng g
नैरपेक्ष्य,nairpekṣy,n E r p e k sh y
नैरर्थ्य,nairarthy,n E r a r th y
नैराश्य,nairāśy,n E r aa sh y
नैरुक्त,nairukt,n E r u k t
नैर्ऋत्य,nairŕty,n E r r i t y
नैर्गुण्य,nairguṇy,n E r g u n y
नैर्मल्य,nairmaly,n E r m a l y
नैवेद्य,naivedy,n E v e d y
नैश,naiś,n E sh
नैषध,naiṣadh,n E sh a dh
नैषाद,naiṣād,n E sh aa d
नैसर्गिक,naisargik,n E s a r g i k
नैसर्गिकी,naisargikī,n E s a r g i k ii
नैहर,naihar,n E h a r
नोई,noī,n o ii
नोक,nok,n o k
नोकीला,nokīlā,n o k ii l aa
नोखा,nokhā,n o kh aa
नोच,noc,n o c
नोचना,nocnā,n o c n aa
नोचू,nocū,n o c uu
नोट,noṭ,n o tt
नोन,non,n o n
नोनचय,noncay,n o n c a y
नोनचा,noncā,n o n c aa
नोना,nonā,n o n aa
नोणा,noṇā,n o n aa
नोनिया,noniyā,n o n i y aa
नोनिया,noniyā,n o n i y aa
नोनियार,noniyār,n o n i y aa r
नोनी,nonī,n o n ii
नोनी,nonī,n o n ii
नोव,nov,n o v
नोश,noś,n o sh
नौ,nau,n O
नौ,nau,n O
नौ,nau,n O
नौकर,naukar,n O k a r
नौकरनी,naukarnī,n O k a r n ii
नौकरशाहाना,naukarśāhānā,n O k a r sh aa h aa n aa
नौकरशाहीकरण,naukarśāhīkraṇ,n O k a r sh aa h ii k r a n
नौकरानी,naukrānī,n O k r aa n ii
नौकरी,naukrī,n O k r ii
नौका,naukā,n O k aa
नौग्रही,naugrahī,n O g r a h ii
नौछावर,nauchāvar,n O ch aa v a r
नौज,nauj,n O j
नौज़,nauz,n O z
नौतना,nautnā,n O t n aa
नौतपन,nautpan,n O t p a n
नौतहार,nauthār,n O th aa r
नौतहारू,nauthārū,n O th aa r uu
नौता,nautā,n O t aa
नौता,nautā,n O t aa
नौध,naudh,n O dh
नौबत,naubat,n O b a t
नौबती,naubtī,n O b t ii
नौमी,naumī,n O m ii
नौरते,naurte,n O r t e
नौशाह,nauśāh,n O sh aa h
नौशी,nauśī,n O sh ii
नौसादर,nausādar,n O s aa d a r
नौसिख,nausikh,n O s i kh
नौसिखिया,nausikhiyā,n O s i kh i y aa
नौहा,nauhā,n O h aa
नौहरा,nauhrā,n O h r aa
न्यग्रोध,nyagrodh,n y a g r o dh
न्यर्बुद,nyarbud,n y a r b u d
न्यस्त,nyast,n y a s t
न्याति,nyāti,n y aa t i
न्याय,nyāy,n y aa y
न्यायता,nyāyatā,n y aa y a t aa
न्यायिक,nyāyik,n y aa y i k
न्यायी,nyāyī,n y aa y ii
न्याय्य,nyāyy,n y aa y y
न्यारा,nyārā,n y aa r aa
न्यारिया,nyāriyā,n y aa r i y aa
न्यास,nyās,n y aa s
न्यासी,nyāsī,n y aa s ii
न्यून,nyūn,n y uu n
न्यूनतम,nyūntam,n y uu n t a m
न्यूनता,nyūntā,n y uu n t aa
न्यूनन,nyūnan,n y uu n a n
न्योछावर,nyochāvar,n y o ch aa v a r
न्योता,nyotā,n y o t aa
न्यौतना,nyautnā,n y O t n aa
न्हाठ,nhāṭh,n h aa tth
न्हाठ,nhāṭh,n h aa tth
प,pa,p a
पंक,paṅk,p a ng k
पंकचर,paṅkcar,p a ng k c a r
पंका,paṅkā,p a ng k aa
पंकार,paṅkār,p a ng k aa r
पंकिल,paṅkil,p a ng k i l
पंकीला,paṅkīlā,p a ng k ii l aa
पंकेरुह,paṅkeruh,p a ng k e r u h
पंकेला,paṅkelā,p a ng k e l aa
पंक्ति,paṅkti,p a ng k t i
पंख,paṅkh,p a ng kh
पँखड़ी,pãkhṛī,p a ~ kh rr ii
पंखा,paṅkhā,p a ng kh aa
पंखिया,paṅkhiyā,p a ng kh i y aa
पंखी,paṅkhī,p a ng kh ii
पंखी,paṅkhī,p a ng kh ii
पंखी,paṅkhī,p a ng kh ii
पंग,paṅg,p a ng g
पंगत,paṅgat,p a ng g a t
पंगा,paṅgā,p a ng g aa
पंगा,paṅgā,p a ng g aa
पंगास,paṅgās,p a ng g aa s
पंगु,paṅgu,p a ng g u
पंगुता,paṅgutā,p a ng g u t aa
पंगुल,paṅgul,p a ng g u l
पंगुला,paṅgulā,p a ng g u l aa
पंच,pañc,p a n ~ c
पंचक,pañcak,p a n ~ c a k
पंचता,pañctā,p a n ~ c t aa
पंचत्व,pañcatv,p a n ~ c a t v
पंचम,pañcam,p a n ~ c a m
पंचमी,pañcmī,p a n ~ c m ii
पंचर,pañcar,p a n ~ c a r
पँचवाई,pãcvāī,p a ~ c v aa ii
पँचा,pãcā,p a ~ c aa
पंचाट,pañcāṭ,p a n ~ c aa tt
पंचानवे,pañcānve,p a n ~ c aa n v e
पंचानवे,pañcānve,p a n ~ c aa n v e
पंचायत,pañcāyat,p a n ~ c aa y a t
पंचायती,pañcāyatī,p a n ~ c aa y a t ii
पंचाल,pañcāl,p a n ~ c aa l
पँचाल,pãcāl,p a ~ c aa l
पंचालिका,pañcālikā,p a n ~ c aa l i k aa
पंचावन,pañcāvan,p a n ~ c aa v a n
पंचासी,pañcāsī,p a n ~ c aa s ii
पंछाला,pañchālā,p a n ~ ch aa l aa
पंछी,pañchī,p a n ~ ch ii
पंजर,pañjar,p a n ~ j a r
पंजरी,pañjrī,p a n ~ j r ii
पंजरी,pañjrī,p a n ~ j r ii
पंजा,pañjā,p a n ~ j aa
पंजाब,pañjāb,p a n ~ j aa b
पंजाबिन,pañjābin,p a n ~ j aa b i n
पंजाबी,pañjābī,p a n ~ j aa b ii
पंजाबी,pañjābī,p a n ~ j aa b ii
पंजारा,pañjārā,p a n ~ j aa r aa
पंजाला,pañjālā,p a n ~ j aa l aa
पंजाली,pañjālī,p a n ~ j aa l ii
पंजिका,pañjikā,p a n ~ j i k aa
पंजी,pañjī,p a n ~ j ii
पंजीकरण,pañjīkraṇ,p a n ~ j ii k r a n
पंजीकृत,pañjīkŕt,p a n ~ j ii k r i t
पंजीरी,pañjīrī,p a n ~ j ii r ii
पंजेरा,pañjerā,p a n ~ j e r aa
पंड,paṇḍ,p a n dd
पंडा,paṇḍā,p a n dd aa
पंडा,paṇḍā,p a n dd aa
पंडाल,paṇḍāl,p a n dd aa l
पंडित,paṇḍit,p a n dd i t
पंडिताइन,paṇḍitāin,p a n dd i t aa i n
पंडिताई,paṇḍitāī,p a n dd i t aa ii
पंडिताऊ,paṇḍitāū,p a n dd i t aa uu
पंडितानी,paṇḍitānī,p a n dd i t aa n ii
पँड़िया,pãṛiyā,p a ~ rr i y aa
पंडियायन,paṇḍiyāyan,p a n dd i y aa y a n
पंडु,paṇḍu,p a n dd u
पंडुक,paṇḍuk,p a n dd u k
पंडुनि,paṇḍuni,p a n dd u n i
पंडुर,paṇḍur,p a n dd u r
पंडू,paṇḍū,p a n dd uu
पंडूरी,paṇḍūrī,p a n dd uu r ii
पंत,pant,p a n t
पंतवा,pantvā,p a n t v aa
पंथ,panth,p a n th
पंथी,panthī,p a n th ii
पंद,pand,p a n d
पंद्रह,pandrah,p a n d r a h
पंद्रही,pandrahī,p a n d r a h ii
पंधरस,pandhras,p a n dh r a s
पँवाड़ा,pãvāṛā,p a ~ v aa rr aa
पँवाड़िया,pãvāṛiyā,p a ~ v aa rr i y aa
पँवार,pãvār,p a ~ v aa r
पँवार,pãvār,p a ~ v aa r
पँवार,pãvār,p a ~ v aa r
पंसारता,pansārtā,p a n s aa r t aa
पंसारी,pansārī,p a n s aa r ii
प,pa,p a
पकड़,pakaṛ,p a k a rr
पकड़ना,pakaṛnā,p a k a rr n aa
पकड़वाना,pakaṛvānā,p a k a rr v aa n aa
पकड़ाई,pakṛāī,p a k rr aa ii
पकड़ाना,pakṛānā,p a k rr aa n aa
पकना,paknā,p a k n aa
पकरिया,pakriyā,p a k r i y aa
पकला,paklā,p a k l aa
पकली,paklī,p a k l ii
पकवाई,pakvāī,p a k v aa ii
पकवान,pakvān,p a k v aa n
पकवाना,pakvānā,p a k v aa n aa
पकाई,pakāī,p a k aa ii
पकाऊ,pakāū,p a k aa uu
पकाना,pakānā,p a k aa n aa
पकाव,pakāv,p a k aa v
पकोड़ा,pakoṛā,p a k o rr aa
पकोड़ी,pakoṛī,p a k o rr ii
पकौड़ा,pakauṛā,p a k O rr aa
पकौड़ी,pakauṛī,p a k O rr ii
पक्का,pakkā,p a k k aa
पक्कापन,pakkāpan,p a k k aa p a n
पक्ति,pakti,p a k t i
पक्व,pakv,p a k v
पक्वता,pakvatā,p a k v a t aa
पक्ष,pakṣ,p a k sh
पक्षि,pakṣi,p a k sh i
पक्षी,pakṣī,p a k sh ii
पक्षीय,pakṣīya,p a k sh ii y a
पक्ष्मिल,pakṣmil,p a k sh m i l
पख़,pax,p a x
पखड़ी,pakhṛī,p a kh rr ii
पखरवाना,pakharvānā,p a kh a r v aa n aa
पखरौटा,pakhrauṭā,p a kh r O tt aa
पखवाड़ा,pakhvāṛā,p a kh v aa rr aa
पखवाड़ा,pakhvāṛā,p a kh v aa rr aa
पखवारा,pakhvārā,p a kh v aa r aa
पखाटा,pakhāṭā,p a kh aa tt aa
पखानो,pakhāno,p a kh aa n o
पखारना,pakhārnā,p a kh aa r n aa
पखाल,pakhāl,p a kh aa l
पखाल,pakhāl,p a kh aa l
पखाला,pakhālā,p a kh aa l aa
पखाली,pakhālī,p a kh aa l ii
पखावज,pakhāvaj,p a kh aa v a j
पखावजी,pakhāvjī,p a kh aa v j ii
पखुड़ी,pakhuṛī,p a kh u rr ii
पखुवा,pakhuvā,p a kh u v aa
पखेरू,pakherū,p a kh e r uu
पखेव,pakhev,p a kh e v
पखेस,pakhes,p a kh e s
पखौटा,pakhauṭā,p a kh O tt aa
पखौड़ा,pakhauṛā,p a kh O rr aa
पग,pag,p a g
पगड़ी,pagṛī,p a g rr ii
पगना,pagnā,p a g n aa
पगला,paglā,p a g l aa
पगहा,paghā,p a gh aa
पगार,pagār,p a g aa r
पगार,pagār,p a g aa r
पगार,pagār,p a g aa r
पगिया,pagiyā,p a g i y aa
पगुराना,pagurānā,p a g u r aa n aa
पघा,paghā,p a gh aa
पघाल,paghāl,p a gh aa l
पाघिलना,pāghilnā,p aa gh i l n aa
पघैया,paghaiyā,p a gh E y aa
पच,pac,p a c
पच,pac,p a c
पचड़ा,pacṛā,p a c rr aa
पचतोरिया,pactoriyā,p a c t o r i y aa
पचन,pacan,p a c a n
पचना,pacnā,p a c n aa
पचनीय,pacnīya,p a c n ii y a
पचपच,pacpac,p a c p a c
पचपचा,pacapcā,p a c a p c aa
पचपचाना,pacapcānā,p a c a p c aa n aa
पचपन,pacpan,p a c p a n
पचवाई,pacvāī,p a c v aa ii
पचहत्तर,pachattar,p a ch a t t a r
पचानवे,pacānve,p a c aa n v e
पचाना,pacānā,p a c aa n aa
पचाव,pacāv,p a c aa v
पचावा,pacāvā,p a c aa v aa
पचास,pacās,p a c aa s
पचासा,pacāsā,p a c aa s aa
पचासी,pacāsī,p a c aa s ii
पचीस,pacīs,p a c ii s
पचूका,pacūkā,p a c uu k aa
पंचौनी,pañcaunī,p a n ~ c O n ii
पच्चर,paccar,p a c c a r
पच्ची,paccī,p a c c ii
पच्चीस,paccīs,p a c c ii s
पच्चीसी,paccīsī,p a c c ii s ii
पच्छम,paccham,p a c ch a m
पच्छमी,pacchamī,p a c ch a m ii
पच्छिम,pacchim,p a c ch i m
पछ,pach,p a ch
पाछड़ना,pāchaṛnā,p aa ch a rr n aa
पछताना,pachtānā,p a ch t aa n aa
पछताव,pachtāv,p a ch t aa v
पछतावा,pachtāvā,p a ch t aa v aa
पछना,pachnā,p a ch n aa
पछवाँ,pachvā̃,p a ch v aa ~
पछाँह,pachā̃h,p a ch aa ~ h
पछाड़,pachāṛ,p a ch aa rr
पछाड़ना,pachāṛnā,p a ch aa rr n aa
पछाड़ी,pachāṛī,p a ch aa rr ii
पछिया,pachiyā,p a ch i y aa
पछियाना,pachiyānā,p a ch i y aa n aa
पछियाव,pachiyāv,p a ch i y aa v
पछीत,pachīt,p a ch ii t
पछुआ,pachuā,p a ch u aa
पछेरू,pacherū,p a ch e r uu
पछेली,pachelī,p a ch e l ii
पछोड़न,pachoṛan,p a ch o rr a n
पछोड़ना,pachoṛnā,p a ch o rr n aa
पजर,pajar,p a j a r
पजौड़ा,pajauṛā,p a j O rr aa
पजौड़ापन,pajauṛāpan,p a j O rr aa p a n
पटंतर,paṭantar,p a tt a n t a r
पट,paṭ,p a tt
पट,paṭ,p a tt
पट,paṭ,p a tt
पट,paṭ,p a tt
पटक,paṭak,p a tt a k
पटकन,paṭkan,p a tt k a n
पटकना,paṭaknā,p a tt a k n aa
पटकना,paṭaknā,p a tt a k n aa
पटकनी,paṭaknī,p a tt a k n ii
पटका,paṭkā,p a tt k aa
पटकाना,paṭkānā,p a tt k aa n aa
पटकारना,paṭkārnā,p a tt k aa r n aa
पटकी,paṭkī,p a tt k ii
पटड़ा,paṭṛā,p a tt rr aa
पटन,paṭan,p a tt a n
पटन,paṭan,p a tt a n
पटना,paṭnā,p a tt n aa
पटनी,paṭnī,p a tt n ii
पटपटाना,paṭapṭānā,p a tt a p tt aa n aa
पटबंधक,paṭbandhak,p a tt b a n dh a k
पटबीजना,paṭbījnā,p a tt b ii j n aa
पटम,paṭam,p a tt a m
पटरा,paṭrā,p a tt r aa
पटरा,paṭrā,p a tt r aa
पटरी,paṭrī,p a tt r ii
पटल,paṭal,p a tt a l
पटवा,paṭvā,p a tt v aa
पटवा,paṭvā,p a tt v aa
पटवाना,paṭvānā,p a tt v aa n aa
पटवार,paṭvār,p a tt v aa r
